client_id,client_description,invoice_number,amount,invoice_date
507829789,Cincinnati Financial Corp.,2000000946,160,6/28/2012 0:00
555339793,Coventry Health Care Inc.,2000000947,1760,6/28/2012 0:00
631333991,Burlington Resources Inc.,2000000948,70,6/29/2012 0:00
449916255,BB&T Corporation,2000000949,125,6/29/2012 0:00
505173139,3M Company,2000000950,0,7/5/2012 0:00
610096688,Finn Soto,2000000951,115,7/10/2012 0:00
11147502,Computer Sciences Corp.,2000000952,855,7/2/2012 0:00
479104152,WGL Holdings Inc,2000000953,285,7/2/2012 0:00
505173139,3M Company,2000000954,1195,7/5/2012 0:00
445317432,Bethlehem Steel Corporation,2000000955,1235,7/5/2012 0:00
218747249,Burlington Northern Santa Fe Corporation,2000000956,1095,7/5/2012 0:00
393924500,AOL Time Warner Inc.,2000000957,125,7/9/2012 0:00
259677483,"Ames Department Stores, Inc.",2000000958,1595,7/9/2012 0:00
404852745,Gold Kist Inc.,2000000959,935,7/10/2012 0:00
449916255,BB&T Corporation,2000000960,3325,7/10/2012 0:00
181705372,Archer Daniels Midland Company,2000000961,75,7/10/2012 0:00
508596829,"Arch Coal, Inc.",2000000962,105,7/10/2012 0:00
429079401,Collins & Aikman Corp.,2000000963,875,7/20/2012 0:00
320105871,"AutoZone, Inc.",2000000964,1650,7/20/2012 0:00
372348761,CBRL Group Inc.,2000000965,90,7/11/2012 0:00
284738710,ChevronTexaco Corp.,2000000966,80,7/11/2012 0:00
618891058,Carpenter Technology Corp.,2000000967,236.25,7/11/2012 0:00
4024681,CSX Corp.,2000000968,55,7/11/2012 0:00
52988469,"Arrow Electronics, Inc.",2000000969,75,7/11/2012 0:00
183790547,Healthsouth Corp,2000000970,1540,7/12/2012 0:00
442663699,Unisys Corporation,2000000971,50,7/13/2012 0:00
42347513,Federated Department Stores Inc.,2000000972,185,7/13/2012 0:00
397067348,"Earthlink, Inc.",2000000973,135,7/16/2012 0:00
505173139,3M Company,2000000974,300,7/31/2012 0:00
371835011,Freeport McMoran Copper & Gold Inc.,2000000975,55,7/16/2012 0:00
462940273,Boise Cascade Corporation,2000000976,635,7/16/2012 0:00
386710398,The Boeing Company,2000000977,1695,7/16/2012 0:00
659607849,Charter One Financial Inc.,2000000978,70,7/17/2012 0:00
41404245,"Automatic Data Processing, Inc.",2000000979,65,7/17/2012 0:00
355204835,Interpublic Group of Companies Inc.,2000000980,35,7/17/2012 0:00
542336332,"Air Products and Chemicals, Inc.",2000000981,75,7/18/2012 0:00
269840253,EGL Inc.,2000000982,195,7/18/2012 0:00
68831868,Community Health Systems Inc.,2000000983,135,7/18/2012 0:00
158282668,Office Depot Inc.,2000000984,755,7/19/2012 0:00
112804785,Fidelity National Financial Inc.,2000000985,945,7/19/2012 0:00
175798784,Group 1 Automotive Inc.,2000000986,265,7/19/2012 0:00
429079401,Collins & Aikman Corp.,2000000987,80,7/19/2012 0:00
76238643,Jillian Pope,2000000988,70,7/19/2012 0:00
149119421,Bristol-Myers Squibb Company,2000000989,190,7/19/2012 0:00
507003878,"Belk, Inc.",2000000990,35,7/20/2012 0:00
149119421,Bristol-Myers Squibb Company,2000000991,1635,7/31/2012 0:00
272616346,"Agilent Technologies, Inc.",2000000992,2490,8/2/2012 0:00
429079401,Collins & Aikman Corp.,2000000993,295,7/23/2012 0:00
252755320,The Bear Stearns Companies Inc.,2000000994,335.35,7/23/2012 0:00
291051913,CMS Energy Corp.,2000000995,275,7/23/2012 0:00
507829789,Cincinnati Financial Corp.,2000000996,96,7/23/2012 0:00
330431267,"Big Lots, Inc.",2000000997,155,7/23/2012 0:00
316874605,ABM Industries Incorporated,2000000998,185,7/23/2012 0:00
56873339,AMERCO,2000000999,185,7/24/2012 0:00
162488391,Dillard's Inc.,2000001000,70,7/30/2012 0:00
4024681,CSX Corp.,2000001001,550,7/30/2012 0:00
201096286,Sports Authority Inc,2000001002,130,7/31/2012 0:00
327519152,Bank One Corporation,2000001003,60,7/31/2012 0:00
272616346,"Agilent Technologies, Inc.",2000001004,275,7/31/2012 0:00
399421517,Kindred Healthcare Inc.,2000001005,1390,7/31/2012 0:00
180578005,Jack In The Box Inc.,2000001006,365,7/6/2012 0:00
54488403,"American Water Works Company, Inc.",2000001007,695,7/6/2012 0:00
30976785,Colgate-Palmolive Co.,2000001009,985,8/3/2012 0:00
586648082,Express Scripts Inc.,2000001012,245,8/3/2012 0:00
170993503,Danaher Corporation,2000001008,115,7/26/2012 0:00
142780669,Bank of America Corporation,2000001010,60,7/10/2012 0:00
508660913,DynCorp,2000001011,20,7/10/2012 0:00
561426470,"Dollar Tree Stores, Inc.",2000001013,2110,8/8/2012 0:00
555339793,Coventry Health Care Inc.,2000001014,1075,8/7/2012 0:00
157893822,Pride International Inc,2000001015,575,8/7/2012 0:00
301967521,Caremark Rx Inc.,2000001016,4135,8/13/2012 0:00
645274968,Masco Corporation,2000001017,1375,8/14/2012 0:00
199155800,Cardinal Health Inc.,2000001018,95,8/31/2012 0:00
397067348,"Earthlink, Inc.",2000001019,695,8/7/2012 0:00
199155800,Cardinal Health Inc.,2000001020,95,8/7/2012 0:00
330431267,"Big Lots, Inc.",2000001021,155,8/7/2012 0:00
90038671,"American Axle & Manufacturing Holdings, Inc.",2000001022,345,8/8/2012 0:00
397067348,"Earthlink, Inc.",2000001023,135,8/9/2012 0:00
272616346,"Agilent Technologies, Inc.",2000001024,110,8/9/2012 0:00
90038671,"American Axle & Manufacturing Holdings, Inc.",2000001025,345,8/9/2012 0:00
390796900,RoadwayCorp,2000001026,695,8/10/2012 0:00
390796900,RoadwayCorp,2000001027,625,8/10/2012 0:00
175819198,Dial Corporation,2000001028,1675,8/17/2012 0:00
269840253,EGL Inc.,2000001029,195,8/13/2012 0:00
252755320,The Bear Stearns Companies Inc.,2000001030,326.91,8/13/2012 0:00
659607849,Charter One Financial Inc.,2000001031,70,8/13/2012 0:00
536990562,Health Management Associates Inc.,2000001032,670,8/13/2012 0:00
615298836,Molex Incorporated,2000001033,395,8/14/2012 0:00
429079401,Collins & Aikman Corp.,2000001034,295,8/15/2012 0:00
201096286,Sports Authority Inc,2000001035,130,8/15/2012 0:00
461441807,Reliance Steel & Aluminum Co.,2000001036,955,8/15/2012 0:00
507829789,Cincinnati Financial Corp.,2000001037,240,8/16/2012 0:00
523396075,"Allergan, Inc.",2000001038,945,8/16/2012 0:00
53324762,Reebok International Ltd.,2000001039,605,8/16/2012 0:00
429079401,Collins & Aikman Corp.,2000001040,1465,8/16/2012 0:00
147510626,Motorola Inc.,2000001042,485,8/17/2012 0:00
4024681,CSX Corp.,2000001044,275,8/7/2012 0:00
4024681,CSX Corp.,2000001045,275,8/17/2012 0:00
638621626,Hawaiian Electric Industries Inc.,2000001043,175,8/21/2012 0:00
561426470,"Dollar Tree Stores, Inc.",2000001046,85,8/22/2012 0:00
5914585,Cooper Cameron Corp.,2000001047,3385,8/23/2012 0:00
316874605,ABM Industries Incorporated,2000001048,1385,8/24/2012 0:00
612160032,Quest Diagnostics Inc.,2000001049,895,8/28/2012 0:00
302299909,Consolidated Edison Inc.,2000001050,275,8/22/2012 0:00
438115902,Union Pacific Corporation,2000001051,265,8/22/2012 0:00
423380608,Consolidated Freightways Corp.,2000001052,865,8/22/2012 0:00
582136085,Cabot Corp,2000001053,250,8/22/2012 0:00
327519152,Bank One Corporation,2000001054,895,8/24/2012 0:00
438733888,Goldman Sachs Group Inc.,2000001055,320,8/24/2012 0:00
327519152,Bank One Corporation,2000001056,60,8/24/2012 0:00
291051913,CMS Energy Corp.,2000001057,275,8/24/2012 0:00
316874605,ABM Industries Incorporated,2000001058,185,8/24/2012 0:00
199155800,Cardinal Health Inc.,2000001059,95,8/24/2012 0:00
81882288,"Burlington Industries, Inc.",2000001060,865,8/27/2012 0:00
446579104,EMC Corporation,2000001061,645,8/27/2012 0:00
68831868,Community Health Systems Inc.,2000001062,135,8/28/2012 0:00
82916244,"Conectiv, Inc",2000001063,135,8/28/2012 0:00
477009396,Conoco Inc,2000001064,895,8/28/2012 0:00
163461753,Lizeth Douglas,2000001065,690,8/29/2012 0:00
299868760,CNF Inc.,2000001066,3680,8/29/2012 0:00
429079401,Collins & Aikman Corp.,2000001067,80,8/30/2012 0:00
56873339,AMERCO,2000001068,185,8/30/2012 0:00
564541279,Williams Companies Inc,2000001069,795,8/30/2012 0:00
354886114,"Autoliv, Inc.",2000001070,1585,8/30/2012 0:00
149119421,Bristol-Myers Squibb Company,2000001071,285,8/30/2012 0:00
141006428,D.R. Horton Inc.,2000001072,925,8/30/2012 0:00
507829789,Cincinnati Financial Corp.,2000001073,995,8/31/2012 0:00
313168711,ExxonMobil Corporation,2000001074,795,8/31/2012 0:00
631333991,Burlington Resources Inc.,2000001075,705,8/31/2012 0:00
17847412,Citizens Communications Co.,2000001076,3475,8/31/2012 0:00
90038671,"American Axle & Manufacturing Holdings, Inc.",2000001077,345,8/31/2012 0:00
390796900,RoadwayCorp,2000001078,695,8/31/2012 0:00
87262872,Bryce Reese,2000001079,215,9/6/2012 0:00
303491704,Deere & Company,2000001080,575,9/4/2012 0:00
573953907,"Budget Group, Inc.",2000001081,225,9/7/2012 0:00
73615687,Pulte Homes Inc,2000001082,100,9/7/2012 0:00
142780669,Bank of America Corporation,2000001083,515,9/7/2012 0:00
46529639,Brenda Reid,2000001084,795,9/7/2012 0:00
249400274,Briggs & Stratton Corporation,2000001085,615,9/10/2012 0:00
659607849,Charter One Financial Inc.,2000001086,70,9/10/2012 0:00
330431267,"Big Lots, Inc.",2000001087,155,9/10/2012 0:00
84529742,Lennar Corporation,2000001088,1385,9/7/2012 0:00
637626070,Exelon Corporation,2000001089,3365,9/13/2012 0:00
503217619,Allmerica Financial Corporation,2000001090,6250,9/13/2012 0:00
283913601,Berkshire Hathaway Inc.,2000001091,1095,9/13/2012 0:00
670001972,Coca-Cola Enterprises Inc.,2000001092,5985,9/15/2012 0:00
210653307,Arkansas Best Corporation,2000001093,1795,9/17/2012 0:00
84547187,Casey's General Stores Inc.,2000001094,2270,9/20/2012 0:00
100227797,Alondra Dalton,2000001095,0,9/20/2012 0:00
167337696,Crown Cork & Seal Co. Inc.,2000001096,0,9/20/2012 0:00
213417723,Comcast Corp.,2000001097,0,9/15/2012 0:00
138593136,Rockwell Automation Inc,2000001098,665,9/21/2012 0:00
370669072,Giovanna Estrada,2000001099,285,9/11/2012 0:00
390796900,RoadwayCorp,2000001100,495,9/11/2012 0:00
144001594,"AutoNation, Inc.",2000001101,1285,9/12/2012 0:00
449336231,"Beckman Coulter, Inc.",2000001102,3125,9/12/2012 0:00
224992687,Felcor Lodging Trust Inc.,2000001103,215,9/12/2012 0:00
291287336,Delta Air Lines Inc.,2000001104,675,9/13/2012 0:00
548351086,"Anheuser-Busch Companies, Inc.",2000001105,1600,9/21/2012 0:00
90038671,"American Axle & Manufacturing Holdings, Inc.",2000001106,1725,9/13/2012 0:00
424671224,McKesson Corporation,2000001107,365,9/13/2012 0:00
98700648,America West Holdings Corporation,2000001108,1025,9/13/2012 0:00
316784547,Dollar General Corporation,2000001109,985,9/14/2012 0:00
220150667,Ferro Corp.,2000001110,815,9/14/2012 0:00
313168711,ExxonMobil Corporation,2000001111,795,9/14/2012 0:00
453688404,United Defense Industries Inc.,2000001112,675,9/14/2012 0:00
471795098,Echostar Communications Corporation,2000001113,335,9/17/2012 0:00
201096286,Sports Authority Inc,2000001114,130,9/17/2012 0:00
252755320,The Bear Stearns Companies Inc.,2000001115,331.3,9/17/2012 0:00
316874605,ABM Industries Incorporated,2000001116,185,9/17/2012 0:00
4024681,CSX Corp.,2000001117,275,9/17/2012 0:00
429079401,Collins & Aikman Corp.,2000001118,295,9/17/2012 0:00
269840253,EGL Inc.,2000001119,195,9/21/2012 0:00
170993503,Danaher Corporation,2000001120,1180,9/17/2012 0:00
56873339,AMERCO,2000001121,185,9/17/2012 0:00
18015282,Del Monte Foods Co,2000001122,2150,9/17/2012 0:00
510738545,Commercial Metals Co.,2000001123,985,9/17/2012 0:00
7851559,Conseco Inc.,2000001124,325,9/17/2012 0:00
216075826,"Analog Devices, Inc.",2000001125,1135,9/17/2012 0:00
397067348,"Earthlink, Inc.",2000001126,135,9/18/2012 0:00
269840253,EGL Inc.,2000001127,50,9/18/2012 0:00
236810474,ServiceMaster Co,2000001128,155,9/19/2012 0:00
213417723,Comcast Corp.,2000001129,850,9/20/2012 0:00
523396075,"Allergan, Inc.",2000001130,945,9/20/2012 0:00
291051913,CMS Energy Corp.,2000001131,275,9/20/2012 0:00
507829789,Cincinnati Financial Corp.,2000001132,240,9/20/2012 0:00
237903250,Alanna Ellison,2000001133,265,9/20/2012 0:00
309525195,"BMC Software, Inc.",2000001134,865,9/22/2012 0:00
42296610,Cytec Industries Inc.,2000001135,2975,9/24/2012 0:00
280798263,Misael Howard,2000001136,160,9/21/2012 0:00
272616346,"Agilent Technologies, Inc.",2000001137,110,9/21/2012 0:00
388590476,Old Republic International Corp.,2000001138,385,9/21/2012 0:00
627806207,Nextel Communications Inc,2000001139,895,9/24/2012 0:00
390544414,Phillips Petroleum Co,2000001140,395,9/24/2012 0:00
510914471,IKON Office Solutions Inc.,2000001141,695,9/24/2012 0:00
68831868,Community Health Systems Inc.,2000001143,135,9/30/2012 0:00
247915243,Hilton Hotels Corp.,2000001144,895,9/26/2012 0:00
385206210,Golden State Bancorp Inc.,2000001145,245,9/27/2012 0:00
149119421,Bristol-Myers Squibb Company,2000001146,190,9/27/2012 0:00
301923925,Pioneer-Standard Electronics Inc.,2000001147,375,9/27/2012 0:00
429079401,Collins & Aikman Corp.,2000001148,80,9/27/2012 0:00
387434991,Level 3 Communications Inc.,2000001149,365,9/27/2012 0:00
327519152,Bank One Corporation,2000001150,60,9/28/2012 0:00
599986417,Maxxam Inc.,2000001151,1195,9/28/2012 0:00
243440026,Foamex International Inc,2000001152,160,9/28/2012 0:00
527606952,Jazmine Clark,2000001153,345,9/28/2012 0:00
617789970,Phar Mor Inc.,2000001154,385,9/28/2012 0:00
636873054,Puget Energy Inc.,2000001155,295,9/24/2012 0:00
522471888,Harsco Corp.,2000001156,1135,9/25/2012 0:00
100227797,Alondra Dalton,2000001157,735,9/24/2012 0:00
618891058,Carpenter Technology Corp.,2000001158,1985,10/3/2012 0:00
510738545,Commercial Metals Co.,2000001159,545,10/8/2012 0:00
355204835,Interpublic Group of Companies Inc.,2000001160,2795,10/8/2012 0:00
100227797,Alondra Dalton,2000001161,605,10/8/2012 0:00
372348761,CBRL Group Inc.,2000001162,1765,10/9/2012 0:00
440560658,Caterpillar Inc.,2000001163,1475,10/15/2012 0:00
408584604,KeySpan Corp.,2000001164,65,10/16/2012 0:00
429079401,Collins & Aikman Corp.,2000001165,295,10/22/2012 0:00
657270694,Jensen Larson,2000001166,195,10/1/2012 0:00
247915243,Hilton Hotels Corp.,2000001167,735,10/2/2012 0:00
129474399,Loews Corporation,2000001168,745,10/2/2012 0:00
199155800,Cardinal Health Inc.,2000001169,95,10/2/2012 0:00
316874605,ABM Industries Incorporated,2000001170,185,10/2/2012 0:00
142780669,Bank of America Corporation,2000001171,60,10/2/2012 0:00
181705372,Archer Daniels Midland Company,2000001172,60,10/3/2012 0:00
438733888,Goldman Sachs Group Inc.,2000001173,175,10/3/2012 0:00
76238643,Jillian Pope,2000001174,70,10/3/2012 0:00
449916255,BB&T Corporation,2000001175,125,10/3/2012 0:00
631333991,Burlington Resources Inc.,2000001176,70,10/3/2012 0:00
508596829,"Arch Coal, Inc.",2000001177,105,10/3/2012 0:00
442663699,Unisys Corporation,2000001178,50,10/3/2012 0:00
376533674,Qualcomm Inc,2000001179,405,10/4/2012 0:00
393924500,AOL Time Warner Inc.,2000001180,125,10/4/2012 0:00
372348761,CBRL Group Inc.,2000001181,90,10/4/2012 0:00
293294979,Milacron Inc.,2000001182,1180,10/4/2012 0:00
26569245,Sears Roebuck & Co,2000001183,235,10/5/2012 0:00
390796900,RoadwayCorp,2000001184,1995,10/5/2012 0:00
220911302,Tiffany Cummings,2000001185,305,10/5/2012 0:00
126208055,MPS Group Inc.,2000001186,635,10/5/2012 0:00
491318875,Liz Claiborne Inc.,2000001187,345,10/8/2012 0:00
504935993,Linens 'n Things Inc.,2000001188,155,10/8/2012 0:00
42347513,Federated Department Stores Inc.,2000001189,80,10/8/2012 0:00
109121390,"D&K Healthcare Resources, Inc.",2000001190,75,10/8/2012 0:00
284738710,ChevronTexaco Corp.,2000001191,80,10/9/2012 0:00
508660913,DynCorp,2000001192,20,10/10/2012 0:00
481741886,Leggett & Platt Inc.,2000001193,595,10/10/2012 0:00
36436090,Damian Reyes,2000001194,295,10/10/2012 0:00
475283133,Safeco Corp,2000001195,295,10/10/2012 0:00
495845742,Sealed Air Corp,2000001196,5895,10/10/2012 0:00
136187136,United Technologies Corporation,2000001197,265,10/10/2012 0:00
371835011,Freeport McMoran Copper & Gold Inc.,2000001198,55,10/10/2012 0:00
447884355,Alessandra Peck,2000001199,695,10/11/2012 0:00
448415047,United Parcel Service Inc,2000001200,265,10/11/2012 0:00
269840253,EGL Inc.,2000001201,195,10/11/2012 0:00
330431267,"Big Lots, Inc.",2000001202,155,10/11/2012 0:00
199155800,Cardinal Health Inc.,2000001203,95,10/11/2012 0:00
368132698,International Multifoods Corporation,2000001204,985,10/11/2012 0:00
229419244,Genuity Inc.,2000001205,870,10/11/2012 0:00
198749068,Jones Apparel Group Inc.,2000001206,595,10/12/2012 0:00
390796900,RoadwayCorp,2000001207,525,10/12/2012 0:00
263144931,"Swift Transportation, Co., Inc",2000001208,215,10/12/2012 0:00
292752254,Stilwell Financial Inc,2000001209,755,10/12/2012 0:00
402179402,General Motors Corporation,2000001210,915,10/12/2012 0:00
530660701,Jalen Kennedy,2000001211,265,10/12/2012 0:00
408622964,Illinois Tool Works Inc.,2000001212,1285,10/12/2012 0:00
301703542,H.J. Heinz Company,2000001213,1305,10/12/2012 0:00
504609202,Whirlpool Corporation,2000001214,355,10/12/2012 0:00
90038671,"American Axle & Manufacturing Holdings, Inc.",2000001215,345,10/12/2012 0:00
345076194,Universal Forest Products Inc,2000001216,415,10/15/2012 0:00
518043562,Nicolas Flores,2000001217,195,10/15/2012 0:00
56873339,AMERCO,2000001218,185,10/15/2012 0:00
10266802,Supervalu Inc,2000001219,685,10/15/2012 0:00
655337917,J.B. Hunt Transport Services Inc.,2000001220,325,10/15/2012 0:00
497298572,Marsh & McLennan Companies Inc.,2000001221,0,10/15/2012 0:00
515597222,Microsoft Corporation,2000001222,695,10/15/2012 0:00
555483663,Omnicare Inc,2000001223,385,10/15/2012 0:00
193903624,Hasbro Inc.,2000001224,1395,10/15/2012 0:00
264921674,Slade Andrade,2000001225,655,10/15/2012 0:00
109934765,Polaris Industries Inc.,2000001226,315,10/16/2012 0:00
683312569,"Gannett Co., Inc.",2000001227,495,10/16/2012 0:00
397067348,"Earthlink, Inc.",2000001228,135,10/16/2012 0:00
542336332,"Air Products and Chemicals, Inc.",2000001229,75,10/17/2012 0:00
41404245,"Automatic Data Processing, Inc.",2000001230,65,10/17/2012 0:00
507003878,"Belk, Inc.",2000001231,35,10/17/2012 0:00
618891058,Carpenter Technology Corp.,2000001232,213.75,10/18/2012 0:00
52988469,"Arrow Electronics, Inc.",2000001233,75,10/18/2012 0:00
309525195,"BMC Software, Inc.",2000001234,815,10/26/2012 0:00
330431267,"Big Lots, Inc.",2000001235,2000,11/1/2012 0:00
542336332,"Air Products and Chemicals, Inc.",2000001236,1995,11/1/2012 0:00
507829789,Cincinnati Financial Corp.,2000001237,210,10/22/2012 0:00
68831868,Community Health Systems Inc.,2000001238,135,10/24/2012 0:00
659607849,Charter One Financial Inc.,2000001239,105,10/24/2012 0:00
272616346,"Agilent Technologies, Inc.",2000001240,165,10/25/2012 0:00
149119421,Bristol-Myers Squibb Company,2000001241,190,10/25/2012 0:00
429079401,Collins & Aikman Corp.,2000001242,80,10/25/2012 0:00
505173139,3M Company,2000001243,300,10/25/2012 0:00
243440026,Foamex International Inc,2000001244,455,10/26/2012 0:00
316874605,ABM Industries Incorporated,2000001245,185,10/26/2012 0:00
162488391,Dillard's Inc.,2000001246,70,10/29/2012 0:00
327519152,Bank One Corporation,2000001247,60,10/29/2012 0:00
291051913,CMS Energy Corp.,2000001248,275,10/29/2012 0:00
201096286,Sports Authority Inc,2000001249,130,10/31/2012 0:00
252755320,The Bear Stearns Companies Inc.,2000001251,334,10/31/2012 0:00
4024681,CSX Corp.,2000001252,275,10/31/2012 0:00
170993503,Danaher Corporation,2000001253,115,10/31/2012 0:00
129474399,Loews Corporation,2000001254,655,11/3/2012 0:00
536990562,Health Management Associates Inc.,2000001255,245,11/8/2012 0:00
615298836,Molex Incorporated,2000001256,245,11/8/2012 0:00
182578242,"Dow Jones & Company, Inc.",2000001257,1000,11/8/2012 0:00
273321636,Ayla Salas,2000001258,935,11/9/2012 0:00
433613706,Ean Haynes,2000001259,485,11/26/2012 0:00
273567823,Piper Murray,2000001260,565,11/26/2012 0:00
429079401,Collins & Aikman Corp.,2000001261,255,11/27/2012 0:00
416840575,Aon Corporation,2000001262,1950,11/28/2012 0:00
416840575,Aon Corporation,2000001263,0,11/28/2012 0:00
644857274,Intel Corporation,2000001264,330,11/28/2012 0:00
399421517,Kindred Healthcare Inc.,2000001265,925,11/29/2012 0:00
305096839,Phillips Van Heusen Corp.,2000001266,1495,12/1/2012 0:00
316874605,ABM Industries Incorporated,2000001267,295,11/5/2012 0:00
330431267,"Big Lots, Inc.",2000001268,155,11/5/2012 0:00
300828679,United Auto Group Inc,2000001269,355,11/5/2012 0:00
201096286,Sports Authority Inc,2000001270,130,11/8/2012 0:00
252755320,The Bear Stearns Companies Inc.,2000001271,328.15,11/8/2012 0:00
269840253,EGL Inc.,2000001272,195,11/8/2012 0:00
553445512,Engelhard Corporation,2000001273,1925,11/12/2012 0:00
586539860,"Dreyer's Grand Ice Cream, Inc.",2000001274,1050,11/12/2012 0:00
529249360,Audiovox Corporation,2000001275,1135,11/9/2012 0:00
86815398,RPM Inc.,2000001276,995,11/9/2012 0:00
397067348,"Earthlink, Inc.",2000001277,135,11/13/2012 0:00
90038671,"American Axle & Manufacturing Holdings, Inc.",2000001278,345,11/13/2012 0:00
68831868,Community Health Systems Inc.,2000001279,135,11/15/2012 0:00
280798263,Misael Howard,2000001280,140,11/19/2012 0:00
269840253,EGL Inc.,2000001281,865,11/19/2012 0:00
149119421,Bristol-Myers Squibb Company,2000001282,190,11/21/2012 0:00
429079401,Collins & Aikman Corp.,2000001283,80,11/21/2012 0:00
56873339,AMERCO,2000001284,185,11/26/2012 0:00
507829789,Cincinnati Financial Corp.,2000001285,240,11/27/2012 0:00
390796900,RoadwayCorp,2000001286,695,11/27/2012 0:00
429079401,Collins & Aikman Corp.,2000001287,295,11/27/2012 0:00
291051913,CMS Energy Corp.,2000001288,275,11/27/2012 0:00
390796900,RoadwayCorp,2000001289,475,11/29/2012 0:00
659607849,Charter One Financial Inc.,2000001290,105,11/29/2012 0:00
272616346,"Agilent Technologies, Inc.",2000001291,110,11/30/2012 0:00
556990594,"Dominion Resources, Inc.",2000001292,595,11/30/2012 0:00
4024681,CSX Corp.,2000001293,275,11/30/2012 0:00
327519152,Bank One Corporation,2000001294,60,11/30/2012 0:00
243440026,Foamex International Inc,2000001295,180,11/30/2012 0:00
423586186,Aiyana Booth,2000001296,0,11/30/2012 0:00
138836344,"Borders Group, Inc.",2000001297,2295,12/4/2012 0:00
228466061,GreenPoint Financial Corp.,2000001298,295,12/4/2012 0:00
175819198,Dial Corporation,2000001299,1295,12/5/2012 0:00
84371583,Ceridian Corp.,2000001300,4500,12/7/2012 0:00
90038671,"American Axle & Manufacturing Holdings, Inc.",2000001301,345,12/3/2012 0:00
284667710,The Clorox Co.,2000001302,1325,12/5/2012 0:00
4024681,CSX Corp.,2000001303,275,12/5/2012 0:00
330431267,"Big Lots, Inc.",2000001304,155,12/5/2012 0:00
680400945,Mattel Inc.,2000001305,215,12/10/2012 0:00
84529742,Lennar Corporation,2000001306,615,12/11/2012 0:00
393924500,AOL Time Warner Inc.,2000001307,815,12/12/2012 0:00
203368869,URS Corporation,2000001308,2850,12/18/2012 0:00
358444983,Ford Motor Co,2000001309,535,12/18/2012 0:00
171109282,The May Department Stores Company,2000001310,185,12/19/2012 0:00
659607849,Charter One Financial Inc.,2000001311,2675,12/19/2012 0:00
607266375,Aisha Mcgrath,2000001312,715,12/20/2012 0:00
335789456,Cintas Corp.,2000001313,495,12/20/2012 0:00
282196673,Tobias Knapp,2000001314,435,12/21/2012 0:00
657535865,Alondra Forbes,2000001315,3150,12/21/2012 0:00
49632436,ITT Industries Inc.,2000001316,1485,12/21/2012 0:00
598444595,Idacorp Inc.,2000001317,395,12/11/2012 0:00
556990594,"Dominion Resources, Inc.",2000001318,595,12/12/2012 0:00
252755320,The Bear Stearns Companies Inc.,2000001319,336.25,12/12/2012 0:00
201096286,Sports Authority Inc,2000001320,130,12/12/2012 0:00
429079401,Collins & Aikman Corp.,2000001321,295,12/12/2012 0:00
269840253,EGL Inc.,2000001322,195,12/12/2012 0:00
397067348,"Earthlink, Inc.",2000001323,135,12/13/2012 0:00
637841996,E.W. Scripps Company,2000001324,1120,12/13/2012 0:00
84553239,Potlatch Corp,2000001325,275,12/18/2012 0:00
127141131,Rohm & Haas Co.,2000001326,255,12/18/2012 0:00
68831868,Community Health Systems Inc.,2000001327,135,12/18/2012 0:00
429079401,Collins & Aikman Corp.,2000001328,80,12/20/2012 0:00
90038671,"American Axle & Manufacturing Holdings, Inc.",2000001329,345,12/20/2012 0:00
564541279,Williams Companies Inc,2000001330,945,12/27/2012 0:00
562689381,PepsiCo Inc.,2000001331,175,12/27/2012 0:00
84547187,Casey's General Stores Inc.,2000001332,455,12/29/2012 0:00
458045169,Elsa Chavez,2000001333,115,12/29/2012 0:00
305096839,Phillips Van Heusen Corp.,2000001334,535,1/3/2013 0:00
291051913,CMS Energy Corp.,2000001335,275,12/21/2012 0:00
199155800,Cardinal Health Inc.,2000001336,95,12/21/2012 0:00
507829789,Cincinnati Financial Corp.,2000001337,150,12/26/2012 0:00
269840253,EGL Inc.,2000001338,50,12/26/2012 0:00
471795098,Echostar Communications Corporation,2000001339,335,12/26/2012 0:00
327519152,Bank One Corporation,2000001340,60,12/26/2012 0:00
56873339,AMERCO,2000001341,185,12/26/2012 0:00
390796900,RoadwayCorp,2000001342,495,12/27/2012 0:00
659607849,Charter One Financial Inc.,2000001343,70,12/27/2012 0:00
218747249,Burlington Northern Santa Fe Corporation,2000001344,935,12/27/2012 0:00
243440026,Foamex International Inc,2000001345,160,12/28/2012 0:00
316874605,ABM Industries Incorporated,2000001346,295,12/28/2012 0:00
272616346,"Agilent Technologies, Inc.",2000001347,110,12/28/2012 0:00
149119421,Bristol-Myers Squibb Company,2000001348,190,12/31/2012 0:00
368388828,"Becton, Dickinson and Company",2000001349,0,1/5/2013 0:00
477238178,Zoie Frost,2000001350,1805,1/9/2013 0:00
522471888,Harsco Corp.,2000001351,705,1/12/2013 0:00
358444983,Ford Motor Co,2000001352,365,1/14/2013 0:00
471795098,Echostar Communications Corporation,2000001353,2200,1/16/2013 0:00
182578242,"Dow Jones & Company, Inc.",2000001354,3200,1/21/2013 0:00
175819198,Dial Corporation,2000001355,5525,1/25/2013 0:00
574107984,ARAMARK Corporation,2000001356,3747.45,1/28/2013 0:00
508660913,DynCorp,2000001357,25,1/2/2013 0:00
631333991,Burlington Resources Inc.,2000001358,85,1/3/2013 0:00
449916255,BB&T Corporation,2000001359,300,1/4/2013 0:00
508596829,"Arch Coal, Inc.",2000001360,110,1/4/2013 0:00
181705372,Archer Daniels Midland Company,2000001361,80,1/7/2013 0:00
